,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
80001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80009,Teacher,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Assistant to the Regional Manager,11,10,355555,12,10,560133,14,791,15,1,1,Black Leather Briefcase,,Black Books,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Khaki Slacks,Navy Oxford with Buttons,,Light Brown,Buzz Cut,White Medium Rain
80010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80014,Grandmaster,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,13,11,1993,7,10,35555,7,777,14,1,1,Black Smartphone,,Rosegold Aviators,,Two Rings,Tan Suede Workboot with Tan Sole,Khaki Slacks,Khaki Oxford with Pocket,,Dark Brown,Short Afro Fade,White Light Rain
80015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80021,Teacher,None,Subscribed to 2600,Low Rider,Unemployed,11,11,1993,7,11,35555,7,711,10,1,1,Black Smartphone,,,,Two Rings,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Blonde,Medium Curly Bob,White Light Rain
80022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80023,Graduate,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Utility Worker,9,10,1993,7,13,0,1,711,10,1,1,,,,,,White Canvas Sneaker with White Sole,Khaki,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Coil,White Light Rain
80024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80026,Budding Scholar,None,Stole a high school computer lab pass,Low Rider,Legal Assistant,8,12,12453,9,11,35555,7,699,9,1,1,,,,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Navy Oxford with Buttons,,Blonde,Straight Sideswept Fringe,White Medium Rain
80027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80031,Master,None,Read the Bitcoin white paper twice,70's Hatchback,Receptionist,12,10,51,3,9,35555,7,739,12,1,1,Lunchbox,,,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,,Blonde,Short Afro Fade,White Light Rain
80032,Teacher,None,Subscribed to 2600,Go-Kart,Unemployed,11,11,128,4,8,92000,10,725,11,1,1,,,,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Light Brown,Short Afro Fade,White Light Rain
80033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80048,Master,None,Pretty good with GW Basic,Low Rider,Talent Agent,12,9,516,5,11,52968,8,508,5,1,1,Brown Leather Briefcase,,,,Two Rings,Brown Leather Shoes with Laces,Khaki Slacks,Gray Oxford with Buttons,,Light Brown,Medium Curly Bob,White Light Rain
80049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051,Master,None,Read the Bitcoin white paper twice,Low Rider,Utility Worker,12,10,4981,8,11,1426,3,457,4,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,,Black Suede Chelseas with Brown Sole,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Blonde,Short Coil,White Heavy Rain
80052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80070,Disciple,None,Stole a high school computer lab pass,70's Hatchback,Unemployed,10,12,128,4,9,35555,7,559,6,1,1,Black Smartphone,,,Tan Worker's Cap,,Black Leather Shoes with Laces,Blue Denim,Navy Blazer with Striped Shirt and Navy Tie,,Dark Brown,Buzz Cut,White Light Rain
80071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80076,Disciple,None,Read the Bitcoin white paper twice,Hooptie on Three Spares,Money Printing Machine Operator,10,10,1993,7,6,35555,7,725,11,1,1,Brown Leather Briefcase,,,Tan Worker's Cap,Ring One Blue,Tan Suede Workboot with Tan Sole,Khaki,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Buzz Cut,White Medium Rain
80077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80092,Budding Scholar,None,Read beginner’s guide to hacking - Y2K edition,Electric Car,Customer Service Representative,8,7,777,6,12,35555,7,711,10,1,1,Lunchbox,,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Olive Oxford with Pocket,,Black,Short Messy,White Light Rain
80093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80106,Disciple,None,"Ten monitors, dark room, hoodie",Pragmatic Coupe,Marketing Intern,10,15,1993,7,10,101101,11,711,10,1,1,,,,,,Black Leather Shoes with Laces,Gray Slacks,Olive Oxford with Tie and Pocket,,Dark Brown,Short Coil,White Light Rain
80107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80131,Master,None,Pretty good with GW Basic,Pragmatic Coupe,Unemployed,12,9,516,5,10,172581,12,739,12,1,1,Lunchbox,,,,,White Leather Sneaker with Grey Sole,Khaki Slacks,Navy Oxford with Buttons,,Black,Medium Curly Bob,White Medium Rain
80132,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Legal Assistant,10,10,12453,9,12,10098,5,791,15,1,1,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Khaki,Light Gray Longsleeve,,Blonde,Short Coil,White Light Rain
80133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
