,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Teacher,None,Stole a high school computer lab pass,Souped-Up Sedan With Ground Effect Lights,NFT Collector,11,12,516,5,15,52968,8,610,7,1,1,,Stud Earring,,,Two Rings,Black Leather Shoes with Laces,Charcoal Slacks,Tan Blazer with Off-White Shirt and Tan Tie,Thin,Auburn,Low Ponytail,White Heavy Rain
10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,Grandmaster,None,Read the Bitcoin white paper twice,70's Hatchback,Sales Associate,13,10,777,6,9,35555,7,699,9,1,1,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Blue Longsleeve,,Dark Brown,Short Pixie,White Heavy Rain
10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
