,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
30001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Grandmaster,None,Pretty good with GW Basic,Three Wheel Roadster,Marketing Intern,13,9,777,6,13,52968,8,711,10,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Khaki,Navy Blazer with Striped Shirt and No Tie,,Black,Long Messy,White Medium Rain
30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,Grandmaster,None,Subscribed to 2600,Pragmatic Coupe,Utility Worker,13,11,4981,8,10,52968,8,699,9,1,1,,,,,Two Rings,Brown Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Medium Curly Bob,White Light Rain
30021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30032,Teacher,None,Pretty good with GW Basic,Pragmatic Coupe,Pineapple Farmer,11,9,1654535,14,10,76302,9,711,10,1,1,Black Leather Briefcase,Stud Earring,,,,White Canvas Sneaker with White Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Short Pixie,White Light Rain
30033,Disciple,None,Stole a high school computer lab pass,Low Rider,Utility Worker,10,12,516,5,11,560133,14,739,12,1,1,Lunchbox,,Black Books,Navy Blue Worker's Cap,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Khaki Oxford with Tie,,Black,Buzz Cut,White Light Rain
30034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
