,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
35001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35009,Zen Master,None,Pretty good with GW Basic,Brand New Ice Cream Truck,Unemployed,14,9,516,5,14,10098,5,739,12,1,1,,,Silver Aviators,,Ring One Blue,Brown Leather Shoes with Laces,Light-Wash Denim,Olive Oxford with Pocket,,Light Grey,Long Messy,White Light Rain
35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029,Graduate,None,Earned an MIT Computer Sciences Diploma,Stretch Limo With a Stocked Bar,Computer Programmer,9,14,516,5,17,35555,7,559,6,1,1,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Pocket,,Dark Brown,Straight Sideswept Fringe,White Heavy Rain
35030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
