,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
35001,White,Long Straight Bangs,Light Brown,Mustache,Gray Oxford with Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,,Silver Aviators,,Black Smartphone
35002,White,Short Updo,Dark Brown,,Khaki Oxford with Pocket,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
35003,White,Long Messy,Black,Goatee,Gray Oxford with Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,
35004,White,Short Pixie,Dark Brown,,Gray Oxford with Tie,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
35005,White,Short Pixie,Black,,Olive Cardigan with Tan Oxford Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,,,Brown Leather Briefcase
35006,White,Buzz Cut,Blonde,,Light Gray Longsleeve,Navy Slacks,Black Leather Shoes with Laces,,Navy Blue Workers Cap,,,Black Leather Briefcase
35007,White,Buzz Cut,Black,,Red Longsleeve,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
35008,White,Short Updo,Black,,Gray Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,,,,,
35009,White,Long Messy,Light Grey,,Olive Oxford with Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,Ring One Blue,,Silver Aviators,,
35010,White,Long Afro,Black,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,Stud Earring,Black Smartphone
35011,White,Long Messy,Light Brown,Thin,Navy Oxford with Buttons,Blue Denim,Tan Suede Workboot with Tan Sole,,,,,Black Leather Briefcase
35012,White,Short Messy,Black,,Light Gray Longsleeve,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
35013,White,Short Messy,Black,,Olive Oxford with Pocket,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,Brown Leather Briefcase
35014,White,Buzz Cut,Black,,Olive Oxford with Buttons,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,Tan Workers Cap,,,Lunchbox
35015,White,Buzz Cut,Black,,Red Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Smartphone
35016,White,Short Updo,Dark Brown,,Light Gray Longsleeve,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,Light Blue Smartphone
35017,White,Buzz Cut,Black,,Blue Longsleeve,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
35018,White,Buzz Cut,Dark Brown,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,,,Black Smartphone
35019,White,Straight Sideswept Fringe,Black,Thin,Brown Cardigan with Beigse Oxford Shirt,Dark-Wash Denim,Black Leather Shoes with Laces,,,Rosegold Aviators,Stud Earring,Brown Leather Briefcase
35020,White,Short Pixie,Light Brown,,Navy Oxford with Tie,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
35021,White,Short Pixie,Dark Brown,Stubble,Gray Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,Stud Earring,Brown Leather Briefcase
35022,White,Short Pixie,Black,,Navy Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,,,Black Books,,Brown Leather Briefcase
35023,White,Long Messy,Dark Brown,,Denim Jumpsuit,,Tan Suede Workboot with Tan Sole,,,,,
35024,White,Short Pixie,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
35025,White,Short Messy,Light Grey,,Dark Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,Brown Leather Briefcase
35026,White,Short Updo,Light Grey,,Navy Oxford with Buttons,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
35027,White,Medium Curly Bob,Black,,Dark Gray Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
35028,White,Updo Bun,Dark Brown,,Olive Oxford with Pocket,Navy Slacks,Brown Leather Shoes with Laces,,,,,
35029,White,Straight Sideswept Fringe,Dark Brown,,Olive Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,
35030,White,Short Pixie,Dark Brown,,Blue Longsleeve,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
35031,White,Short Coil,Black,,Olive Cardigan with Light Gray Longsleeve Shirt,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
35032,White,Long Messy,Light Grey,,Light Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Silver Aviators,,Brown Leather Briefcase
35033,White,Buzz Cut,Dark Brown,,Light Gray Longsleeve,Blue Denim,Brown Leather Shoes with Laces,,Tan Workers Cap,Black Books,,Lunchbox
35034,White,Short Messy,Black,Stubble,Olive Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Blue Books,,Lunchbox
35035,White,Medium Curly Bob,Blonde,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Brown Leather Shoes with Laces,,,Rosegold Aviators,,Black Leather Briefcase
35036,White,Updo Bun,Blonde,Goatee,Dark Gray Cardigan with Beige Longsleeve Shirt,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
35037,White,Medium Curly Bob,Black,,Navy Oxford with Pocket,Khaki,Redbrown Leather Workboot with Brown Sole,,,,,Brown Leather Briefcase
35038,White,Medium Curly Bob,Black,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
35039,White,,Light Brown,,Olive Oxford with Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,Black Smartphone
35040,White,Straight Sideswept Fringe,Black,Stubble,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
35041,White,Buzz Cut,Light Brown,,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,,,,
35042,White,,Black,,Dark Gray Cardigan with Off-White Longsleeve Shirt,Light-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,,Rosegold Aviators,,
35043,White,Long Messy,Light Grey,Stubble,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
35044,White,Short Messy,Light Brown,Goatee,Olive Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
35045,White,Straight Sideswept Fringe,Blonde,,Light Gray Longsleeve,Khaki,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
35046,White,Short Messy,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Silver Aviators,,Black Smartphone
35047,White,Straight Sideswept Fringe,Light Grey,Goatee,Khaki Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,Stud Earring,Black Leather Briefcase
35048,White,Short Coil,Light Brown,Stubble,Olive Oxford with Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,Black Smartphone
35049,White,Short Messy,Light Brown,Stubble,Denim Jumpsuit,,Brown Leather Shoes with Laces,,,,,
35050,White,Updo Bun,Auburn,,Navy Blazer with Striped Shirt and No Tie,Blue Denim,Black Leather Shoes with Laces,,,Black Books,,Lunchbox
35051,White,,Black,,Navy Oxford with Buttons,Khaki Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,,,Black Smartphone
35052,White,Medium Curly Bob,Black,,Dark Gray Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Black Leather Shoes with Laces,,,,,
35053,White,Low Ponytail,Dark Brown,,Blue Longsleeve,Gray Slacks,Black Leather Shoes with Laces,Ring One Blue,,,Stud Earring,Black Leather Briefcase
35054,White,Short Pixie,Black,Thin,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
35055,White,Long Messy,Light Brown,,Light Gray Longsleeve,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
35056,White,Buzz Cut,Dark Brown,Goatee,Olive Oxford with Buttons,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,
35057,White,Short Afro Fade,Light Grey,,Olive Oxford with Pocket,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
35058,White,Short Updo,Black,Mustache,Navy Oxford with Buttons,Light-Wash Denim,Brown Leather Shoes with Laces,,,Silver Aviators,,
35059,White,Buzz Cut,Light Brown,,Blue Longsleeve,Gray Slacks,Black Leather Shoes with Laces,,Tan Workers Cap,Black Books,,
35060,White,Long Messy,Black,Thin,Navy Oxford with Tie and Pocket,Khaki Slacks,White Canvas Sneaker with White Sole,,,Black Books,,
35061,White,Straight Sideswept Fringe,Blonde,,Brown Cardigan with Off-White Longsleeve Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
35062,White,Short Afro Fade,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
35063,White,Updo Bun,Black,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Leather Briefcase
35064,White,Short Messy,Black,Stubble,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
35065,White,Buzz Cut,Dark Brown,Stubble,Gray Oxford with Buttons,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,Black Books,,
35066,White,Short Afro Fade,Light Brown,Beard,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,
35067,White,Short Updo,Black,Stubble,Olive Oxford with Pocket,Navy Slacks,Brown Leather Shoes with Laces,,,,Stud Earring,Lunchbox
35068,White,Short Messy,Dark Brown,Goatee,Light Gray Longsleeve,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,
35069,White,Straight Sideswept Fringe,Light Grey,,Blue Longsleeve,Navy Slacks,Black Leather Shoes with Laces,Two Rings,,,,
35070,White,Straight Sideswept Fringe,Black,,Dark Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
35071,White,Updo Bun,Black,,Denim Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,,,Brown Leather Briefcase
35072,White,Updo Bun,Black,,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
35073,White,Short Messy,Light Brown,,Navy Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Black Leather Briefcase
35074,White,Short Messy,Light Grey,,Blue Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,Lunchbox
35075,White,Long Messy,Light Grey,,Navy Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,Black Books,,
35076,White,Low Ponytail,Dark Brown,,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,Stud Earring,
35077,White,Long Messy,Light Brown,,Denim Jumpsuit,,Black Leather Shoes with Laces,,,Black Books,,
35078,White,Medium Curly Bob,Black,,Red Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,Two Rings,,Black Books,,
35079,White,Short Updo,Black,Stubble,Khaki Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
35080,White,Long Messy,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Leather Briefcase
35081,White,Long Messy,Light Brown,,Denim Jumpsuit,,Black Leather Shoes with Laces,,,Black Books,,Lunchbox
35082,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
35083,White,,Black,Mustache,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,Tan Workers Cap,,,
35084,White,,Dark Brown,,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,,Tan Workers Cap,,,Brown Leather Briefcase
35085,White,Low Ponytail,Light Brown,,Dark Gray Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Smartphone
35086,White,Long Messy,Dark Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Lunchbox
35087,White,Updo Bun,Light Brown,,Khaki Oxford with Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,
35088,White,,Light Grey,,Brown Cardigan with Beige Longsleeve Shirt,Navy Slacks,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,,Stud Earring,Black Smartphone
35089,White,Updo Bun,Light Brown,,Denim Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
35090,White,Short Messy,Black,,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,Stud Earring,Black Smartphone
35091,White,,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,Tan Suede Workboot with Tan Sole,,,,,
