,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
70001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70005,Can see around corners,Yes,Quiet confidence,Two left feet,None,Natural born leader,Red Leather Trench Coat with Green Cotton Tank,Accepting the impermanence of things,,Black Snakeskin Combat Cuff Boot,Can take a punch,10,11,11,3,10,3,1,1,Black Shotgun,Black Shotgun,,,,,,,,,Goatee,Natural,Black,Low Ponytail,Medium Rain,Black Cotton Leggings
70006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70022,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,People smile back at you,Black Cotton Tank,Learning to regulate emotions,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,9,11,2,11,2,1,1,Silver Short Sai,,,,Shaded Circle,Triforce,,,,Smirk,Goatee,Natural,Black,Long Afro,Light Rain,Red Cotton Martial Arts Pants
70023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70026,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Cotton Tank,Learning to regulate emotions,Black Futurist with Black Lens,Black Snakeskin Neo Combat Boot,Can put up a fight,5,9,10,3,11,4,1,1,,Silver Gun,,,Circle,Square,Black Earrings,Leather Choker,Thick Leather,Scowl,,Natural,Blonde,Short Afro Fade,Light Rain,Black Leather Pants with Buckles
70027,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,6,9,10,4,11,3,1,1,,,,Equality Sign,,,Black Earrings,,,Scowl,,Natural,Black,Messy Updo Bun,Light Rain,Green Cotton Leggings
70028,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Red Leather Tank,Laughing at your mistakes,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,6,10,11,4,8,4,1,1,Black Short Sai,Black Long Sai,,,Square,Shaded Moon Patterns,,,Thick Leather,,,Natural,Black,Buzz Cut,Medium Rain,Black Patent Leather Leggins
70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70030,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Green Leather Longsleeve Crew,Laughing at your mistakes,,Green Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,7,10,12,4,12,2,1,1,Black Shotgun,Black Gun,,,,,,,Thick Leather,,,Natural,Light Brown,Medium Curly Bob,Medium Rain,Green Leather Pants with Buckles
70031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70033,Can hear a bee's wings,Yes,Quiet confidence,A gelatinous blob,None,Maintains status quo,Black Cotton Tank,Laughing at your mistakes,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,10,10,1,10,4,1,1,,,,,Equality Sign,Shriking Shaded Squares,,,Studded Leather,Scowl,,Natural,Light Brown,Short Messy,Light Rain,Red Cotton Martial Arts Pants
70034,Can see over the horizon,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,Everything is always an option,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,,Black Snakeskin Neo Combat Boot,Your grandma beats you at arm-wrestling,12,11,13,4,13,2,1,1,,Katana with Black Handle and White Blade,,,,,,,,Scowl,Stubble,Natural,Light Grey,Bob with Fringes,Medium Rain,Black Patent Leather Pants with Buckles
70035,Can see around corners,Yes,Steps forward as others flee,Running circles around enemies,None,You win without playing,Black Cotton Tank,Laughing at your mistakes,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Can take a punch,14,10,11,7,13,3,1,1,Katana with Black Handle and Silver Blade,Katana with Black Handle and White Blade,,,Triangle,Valknut,,,Studded Leather,,Beard,Natural,Black,Messy Updo Bun,Heavy Rain,Black Cotton Leggings
70036,Can hear a bee's wings,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Leather Longsleeve Crew,Appreciation for the complexity of human behavior,,Black Patent Leather Knee High Boots,Paper hands,6,12,10,4,8,1,1,1,Black Gun,,,,,,Black Erl,Leather Choker,,Scowl,,Natural,Light Brown,Short Afro Fade,Light Rain,Black Patent Leather Leggins
70037,Can hear a bee's wings,Yes,Steps forward as others flee,Sleep paralysis,None,Maintains status quo,Black Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,Round Silver with Mirror Lens,Black Leather Combat Cuff Boot,Scrappy,5,10,10,2,13,5,1,1,Phone,Black Submachine Gun,Intersecting Squares,,,,Black Eyebrow Ring,,,Scowl,,Natural,Black,Pulled Back Short,Medium Rain,Black Cotton Wool Slacks with Buckles
70038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70047,You've got a bad feeling about this,Yes,Unshakable resolve,Sleep paralysis,None,People smile back at you,Red Cotton Mandarin Tunic,Laughing at your mistakes,Silver Morpheus with Orange and Red Gradient Lens,Black Patent Leather Neo Combat Boot,Can put up a fight,6,10,9,2,12,4,1,1,,Black Arm Pole,,,,,,,,,,Natural,Dark Brown,Messy Updo Bun,Light Rain,Black Leather Pants with Buckles
70048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70049,You've got a bad feeling about this,Yes,Incredible moral fiber,Can jump between distant buildings,None,People smile back at you,Green Cotton Martial Arts Top,Laughing at your mistakes,Round Black with Black Lens,,Can put up a fight,6,10,9,13,11,4,1,1,,,,,,,,,,,,Neon Red,Light Brown,Short Afro Fade,Medium Rain,Black Cotton Martial Arts Pants
70050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70051,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,People smile back at you,Black Leather Mandarin Tunic,Laughing at your mistakes,,Black Snakeskin Knee High Boots,People get out of your way,6,10,10,5,10,7,1,1,Katana with White Handle and White Blade,Katana with Black Handle and Silver Blade,,,,,Black Erl,,,Smirk,,Pink,Light Grey,Short Updo,Light Rain,White Cotton Wool Slacks with Buckles
70052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70055,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,People smile back at you,Black Patent Leather Tunic with Buttons,Learning to regulate emotions,,Green Patent Leather Knee High Boots,Can put up a fight,6,9,11,2,11,4,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,Long Afro,Light Rain,Black Cotton Wool Slacks with Buckles
70056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70058,Heightened senses,Yes,Quiet confidence,Sleep paralysis,None,Others are helpless to deny you,Black Leather Mandarin Trench Coat,Learning to regulate emotions,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,13,9,7,2,10,2,1,1,,,,,,,Black Earrings,,,Scowl,,White,Dark Brown,Short Curly Fade,Heavy Rain,Black Cotton Wool Slacks with Buckles
70059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70061,Can hear a bee's wings,Yes,Surprising resilience,Sleep paralysis,None,Could probably convince a small child,Red Leather Mandarin Tunic,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,3,11,10,2,8,3,1,1,,Black Short Sai,,Intersecting Triangles,,,,,,,,Natural,Black,Short Pixie,Heavy Rain,Black Cotton Leggings
70062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70067,Can see around corners,Yes,Incredible moral fiber,A gelatinous blob,None,Natural born leader,Black Leather Moto Jacket with Green Leather Crew,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,10,11,11,1,11,3,1,1,Black Gun,,,,,,Silver Earrings,,,Smirk,,Green,Light Brown,Faux Hawk,Light Rain,Green Cotton Wool Slacks with Buckles
70068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70070,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Cotton Longsleeve with Zipper,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can take a punch,7,10,12,4,11,3,1,1,Dark Wood Staff,,,Equality Sign,,,,,Studded Leather,Scowl,Thin,Natural,Light Brown,Buzz Cut,Light Rain,Green Cotton Martial Arts Pants
70071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70073,Omniscient,Yes,Quiet confidence,Getting the hang of it,None,Natural born leader,Black Cotton Tunic with Buttons,Self-induced illusions fade,Black Neo with Mirror Lens,Black Leather Neo Combat Boot,Scrappy,10,8,20,5,10,5,1,1,,Dark Wood Staff,,,,,Black Eyebrow Ring,,,,,Natural,Light Grey,Buzz Cut,Medium Rain,Green Cotton Leggings
70074,Can hear a heartbeat a mile away,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Green Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,7,12,12,5,10,3,1,1,,Phone,,Square,,,Silver Nose and Lip Rings,,,,,Natural,Light Grey,Short Sideswept Fringe,Medium Rain,Black Cotton Martial Arts Pants
70075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70077,Excellent at reading people,Yes,Quiet confidence,Getting the hang of it,None,Maintains status quo,Black Patent Leather Longsleeve Crew,You know the sound of one hand clapping,,Green Leather Combat Cuff Boot,Can take a punch,5,13,8,5,10,3,1,1,Black Gun,Black Arm Pole,,,,,"Black Nose, Lip, Forehead",,,,,Yellow,Blonde,Braids,Heavy Rain,Black Leather Leggings
70078,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Black Patent Leather Tank,Accepting the impermanence of things,,Black Knee High Leather Boots,Can take a punch,5,11,9,3,10,3,1,1,Black Gun,Black Short Sai,,,,Small Arrows,,,Thick Leather,,,White,Light Grey,Faux Hawk,Medium Rain,Black Cotton Leggings
70079,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Green Cotton Tank,Learning to regulate emotions,,Green Patent Leather Knee High Boots,The gym stops to watch you lift,4,9,11,3,11,8,1,1,,,,Triangle,,,Black Erl,,Thick Leather,Scowl,Stubble,Natural,Light Brown,Short Sideswept Fringe,Medium Rain,Black Cotton Wool Slacks with Buckles
