,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
95001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95011,Can hear a bee's wings,Yes,Surprising resilience,Getting the hang of it,None,Your significant other's mom loves you,Black Cotton Mandarin Tunic,Self-induced illusions fade,Round Silver with Mirror Lens,Black Leather Combat Cuff Boot,Scrappy,8,8,10,5,8,5,1,1,Katana with Black Handle and White Blade,Katana with Black Handle and Silver Blade,,,,,"Black Nose, Lip",,,,,Natural,Dark Brown,Buzz Cut,Light Rain,Green Cotton Wool Slacks with Buckles
95012,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Black Cotton Longsleeve Crew,Self-induced illusions fade,Round Black with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,7,8,10,5,10,4,1,1,Black Short Sai,Katana with White Handle and Silver Blade,,,,,"Black Nose, Lip",,,Smirk,,Neon Red,Light Grey,Short Afro Fade,Heavy Rain,Black Patent Leather Leggins
95013,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Others are helpless to deny you,Green Patent Lather Trench Coat with White Cotton Oxford and Black Tie,Learning to regulate emotions,,Red Patent Leather Neo Combat Boot,People get out of your way,13,9,10,4,10,7,1,1,Katana with Black Handle and Silver Blade,Black Submachine Gun,,,,,,,,Smirk,Stubble,Light Purple,Light Brown,Buzz Cut,Light Rain,Black Leather Pants with Buckles
95014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95017,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Green Cotton Martial Arts Top,Accepting the impermanence of things,Round Black with Black Lens,,I wouldn't mess with you,4,11,10,3,11,6,1,1,Phone,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,,Natural,Light Brown,Bob with Fringes,Light Rain,Black Cotton Martial Arts Pants
95018,Excellent at reading people,Yes,Incredible moral fiber,Sleep paralysis,None,Everything is always an option,Red Leather Tank,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,White Patent Leather Knee High Boots,Can take a punch,12,12,8,2,11,3,1,1,,Katana with White Handle and Silver Blade,,Shaded Circle,,Shaded Stacking Triangles,,,Thick Leather,,,Green,Light Grey,Long Straight Bangs,Medium Rain,Green Cotton Leggings
95019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95021,Can see around corners,Yes,People think of you in their time of need,Getting the hang of it,None,You're a bit of a charmer,Charcoal Cotton Longsleeve Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,11,11,5,17,2,1,1,Katana with Black Handle and Silver Blade,Katana with White Handle and Silver Blade,,,,,,,,,Thin,Natural,Light Brown,Long Messy,Medium Rain,Black Patent Leather Pants with Buckles
