,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
45001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45003,Can see over the horizon,Yes,Steps forward as others flee,Two left feet,None,Your significant other's mom loves you,Black Leather Tank,You have a childlike sense of wonder,Black Futurist with Black Lens,Black Snakeskin Neo Combat Boot,Can take a punch,8,7,13,3,13,3,1,1,,,,,Valknut,Triangle,,,,,,Natural,Blonde,Messy Updo Bun,Light Rain,Black Cotton Wool Slacks with Buckles
45004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45005,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Even you don't believe you,Green Patent Leather Moto Jacket with Black Cotton Crew,Eckhart Tolle has you on speed dial,Black Futurist with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,1,17,11,3,11,3,1,1,,Phone,,,,,"Black Nose, Lip, Forehead",,,,,White,Dark Brown,Short Curly Fade,Light Rain,Black Cotton Leggings
45006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45011,You've got a bad feeling about this,Yes,Incredible moral fiber,Getting the hang of it,None,Natural born leader,Black Leather Tunic with Buttons,Laughing at your mistakes,,Green Black Patent Leather Neo Combat Boot,I wouldn't mess with you,10,10,9,5,11,6,1,1,,Black Gun,,,,,,,,Meditative,,Pink,Black,Short Messy,Medium Rain,Red Cotton Leggings
45012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45013,Can hear a bee's wings,Yes,Quiet confidence,Pretty light on your feet,None,People smile back at you,Red Cotton Longsleeve with Zipper,Learning to regulate emotions,Black Wayfarer with Black Lens,White Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,6,9,10,6,10,2,1,1,Dark Wood Staff,Phone,,,,,,,Thick Leather,,,Natural,Light Grey,Faux Hawk,Light Rain,Black Cotton Wool Slacks with Buckles
