,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,Can hear a bee's wings,Yes,Unshakable resolve,Sleep paralysis,None,You're a bit of a charmer,Red Leather Moto Jacket with Black Patent Leather Crew,Reality is seen as it is,Black Neo with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,15,10,2,12,2,1,1,Dark Wood Staff,Dark Wood Staff,Alchemy,Circle,,,Silver Earrings,,,,Stubble,Natural,Auburn,Short Pixie,Light Rain,Black Patent Leather Pants with Buckles
10007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Can hear a heartbeat a mile away,Yes,True grit,Two left feet,None,Maintains status quo,Black Snakeskin Trench Coat with Black Cotton Oxford and White Tie,Accepting the impermanence of things,,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,11,12,3,9,2,1,1,,,,,,,,,,Scowl,,Light Purple,Light Brown,Long Messy,Medium Rain,Green Cotton Wool Slacks with Buckles
10009,Nothing gets past you,Yes,Incredible moral fiber,Sleep paralysis,None,Your significant other's mom loves you,Green Cotton Longsleeve Crew,Stuck in your own head,Black Neo with Mirror Lens,Green Leather Neo Combat Boot,Paper hands,8,3,6,2,11,1,1,1,Silver Long Sai,Black Arm Pole,,,,,Silver Earrings,,Thick Leather,Smirk,Stubble,Natural,Light Brown,Buzz Cut,Medium Rain,Black Cotton Wool Slacks with Buckles
10010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
