,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
30001,You've got a bad feeling about this,Yes,Stiff upper lip,Two left feet,None,Your significant other's mom loves you,Black Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,8,9,9,3,7,4,1,1,,Black Short Sai,,Triforce,,,,,,,,Pink,Light Grey,Long Straight Bangs,Heavy Rain,Red Cotton Wool Slacks with Buckles
30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Mandarin Trench Coat,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,7,11,10,4,9,3,1,1,,Phone,,,,,"Black Nose, Lip, Forehead",,,,,White,Dark Brown,Faux Hawk,Light Rain,Red Cotton Leggings
30004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Everything is always an option,Black Cotton Longsleeve Crew,Learning to regulate emotions,Round Black with Black Lens,Black Patent Leather Knee High Boots,Can take a punch,12,9,11,4,11,3,1,1,,Katana with White Handle and Silver Blade,,,,,,Leather Choker,Thick Leather,,,Natural,Black,Messy Updo Bun,Medium Rain,Green Cotton Leggings
30006,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Red Cotton Martial Arts Top,Learning to regulate emotions,,Green Knee High Leather Boots,Your grandma beats you at arm-wrestling,5,9,10,4,11,2,1,1,,Black Arm Pole,,,,,,,,,,Natural,Light Grey,Short Afro Fade,Light Rain,Red Leather Leggings
30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008,You've got a bad feeling about this,Yes,Incredible moral fiber,Sleep paralysis,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Green Leather Combat Cuff Boot,Can take a punch,5,11,9,2,11,3,1,1,,Black Submachine Gun,,,,,Black Earrings,,Studded Leather,,,Natural,Dark Brown,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
30009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,Can hear a bee's wings,Yes,Last one standing,Two left feet,None,Glossophobia,Black Snakeskin Trench Coat with Black Cotton Oxford and White Tie,Accepting the impermanence of things,,Patent Black Leather Combat Cuff Boot,Can take a punch,4,11,10,3,14,3,1,1,Phone,,,,,,,,,,,Natural,Blonde,Buzz Cut,Light Rain,Black Leather Pants with Buckles
30011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30016,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,People follow you blindly,Red Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Black Patent Leather Knee High Boots,Can take a punch,11,12,11,2,10,3,1,1,,Silver Submachine Gun,,Interlocking Circles,,,,,,,,Natural,Black,Long Straight Bangs,Light Rain,Black Patent Leather Pants with Buckles
