,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
40001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40003,You've got a bad feeling about this,Yes,Incredible moral fiber,Running circles around enemies,None,Maintains status quo,Red Leather Trench Coat with White Cotton Oxford and Black Tie,Accepting the impermanence of things,Round Black with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,5,11,9,7,11,3,1,1,Katana with Black Handle and Silver Blade,,,,,,,,,,,Light Purple,Blonde,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
40004,Can see around corners,Yes,Unshakable resolve,Pretty light on your feet,None,Your significant other's mom loves you,Green Patent Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,,Patent White Leather Combat Cuff Boot,I wouldn't mess with you,8,11,11,6,12,6,1,1,,,,,,,,,,Scowl,Stubble,Green,Blonde,Asymmetrical Bob,Medium Rain,Red Cotton Wool Slacks with Buckles
40005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40007,You've got a bad feeling about this,Yes,True grit,Getting the hang of it,None,Maintains status quo,Black Leather Moto Jacket with Black Cotton Crew,You have a childlike sense of wonder,,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,7,9,5,9,2,1,1,,Dark Wood Staff,,,,,,,,Meditative,,Natural,Dark Brown,Bob with Fringes,Medium Rain,Black Snakeskin Leggings
40008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40030,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,History books will be written about you,Red Cotton Longsleeve Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,16,11,10,4,11,3,1,1,,Silver Shotgun,,Square,,,Black Earrings,,Thick Leather,,,Natural,Light Grey,Messy Updo Bun,Light Rain,Green Cotton Martial Arts Pants
40031,Can see around corners,Yes,Quiet confidence,Two left feet,None,Glossophobia,Black Leather Moto Jacket with Green Leather Crew,Laughing at your mistakes,,White Leather Combat Cuff Boot,Can put up a fight,4,10,11,3,10,4,1,1,,,,,,,,,,,Goatee,Green,Dark Brown,Long Afro,Light Rain,Black Leather Pants with Buckles
40032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40033,The world has come into focus,Yes,Quiet confidence,Getting the hang of it,None,Could sell ice to an eskimo,Black Leather Trench Coat with Black Patent Leather Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Red Snakeskin Knee High Boots,Can stop a helicopter from taking off,9,11,5,5,10,13,1,1,,,,,,,,Leather Cuff,,Smirk,Stubble,Natural,Light Grey,Low Ponytail,Heavy Rain,Green Cotton Leggings
40034,Can see around corners,Yes,Incredible moral fiber,A gelatinous blob,None,Your significant other's mom loves you,Black Wool Mandarin Trench Coat,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,8,10,11,1,11,6,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Erl,,,Meditative,,Natural,Blonde,Bob with Fringes,Medium Rain,Black Leather Leggings
40035,Time slows for you,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Everything is always an option,White Cotton Longsleeve Crew,You know the sound of one hand clapping,,Black Snakeskin Combat Cuff Boot,Paper hands,12,13,16,4,9,1,1,1,Katana with Black Handle and Silver Blade,Phone,,,,,,Leather Cuff,Thick Leather,Scowl,,Green,Light Brown,Short Afro Fade,Light Rain,Green Cotton Martial Arts Pants
40036,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Getting the hang of it,None,Maintains status quo,Green Cotton Martial Arts Top,Learning to regulate emotions,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,5,9,12,5,11,3,1,1,,Black Shotgun,,,,,,,,,Stubble,Natural,Light Brown,Short Updo,Heavy Rain,Green Patent Leather Leggins
40037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40042,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Could win a presidency without a political background,Black Cotton Martial Arts Top,Laughing at your mistakes,,Green Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,15,10,11,3,11,2,1,1,,Katana with Black Handle and Silver Blade,Valknut,,,,Black Eyebrow Ring,,,Smirk,,Natural,Black,Short Updo,Medium Rain,Black Snakeskin Pants with Buckles
40043,Can see around corners,Yes,Surprising resilience,Two left feet,None,Maintains status quo,Red Cotton Tank,Learning to regulate emotions,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Scrappy,5,9,11,3,8,5,1,1,,Phone,,,Circle,,,Leather Choker,,Scowl,,Pink,Blonde,Low Ponytail,Light Rain,Green Leather Pants with Buckles
40044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40055,Can hear a heartbeat a mile away,Yes,Steps forward as others flee,Pretty light on your feet,None,Maintains status quo,Black Leather Longsleeve with Zipper,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,11,12,6,13,4,1,1,Phone,Dark Wood Staff,,,,,Black Earrings,,,Smirk,,White,Black,Short Pixie,Medium Rain,Black Leather Leggings
40056,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Cotton Longsleeve Crew,Accepting the impermanence of things,3D Glasses,Red Leather Neo Combat Boot,Can take a punch,4,11,11,4,11,3,1,1,Dark Wood Staff,Phone,,,,,Silver Earrings,,,,,Natural,Black,Faux Hawk,Medium Rain,Green Patent Leather Pants with Buckles
40057,Can see over the horizon,Yes,Surprising resilience,Can jump between distant buildings,None,Everything is always an option,Red Patent Lather Trench Coat with Black Cotton Oxford and White Tie,Deeper truths are apparent,,Red Snakeskin Neo Combat Boot,Can put up a fight,12,16,13,13,8,4,1,1,,Phone,,,,,Silver Earrings,,,Scowl,,Neon Red,Blonde,Short Curly Fade,Light Rain,Red Cotton Leggings
40058,Can see around corners,Yes,Last one standing,Getting the hang of it,None,Glossophobia,Green Cotton Crewneck Tunic,Laughing at your mistakes,,Red Knee High Leather Boots,People get out of your way,4,10,11,5,14,7,1,1,,Gold Arm Pole,,,,,,,,,,Natural,Light Brown,Short Pixie,Light Rain,Red Cotton Wool Slacks with Buckles
