,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
25001,White,Short Afro Fade,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
25002,White,Medium Curly Bob,Dark Brown,None,Olive Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,Light Blue Smartphone
25003,White,Low Ponytail,Light Brown,None,Navy Oxford with Tie,Khaki,Brown Leather Shoes with Laces,None,None,Black Books,Stud Earring,Black Smartphone
25004,White,None,Light Grey,None,Gray Oxford with Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
25005,White,Short Afro Fade,Blonde,Mustache,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
25006,White,Low Ponytail,Light Grey,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
25007,White,Buzz Cut,Black,None,Light Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
25008,White,None,Light Grey,None,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,None
25009,White,Short Afro Fade,Blonde,Stubble,Blue Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
25010,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,None,None,Lunchbox
25011,White,Straight Sideswept Fringe,Auburn,None,Olive Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
25012,White,Short Coil,Light Brown,Goatee,Navy Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
25013,White,Short Messy,Light Grey,None,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,None
25014,White,None,Dark Brown,Beard,Khaki Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Lunchbox
25015,White,Short Pixie,Light Grey,None,Gray Oxford with Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
25016,White,Low Ponytail,Dark Brown,None,Navy Oxford with Pocket,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,None
25017,White,Short Afro Fade,Black,None,Navy Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
25018,White,Short Pixie,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
25019,White,Buzz Cut,Light Brown,None,Olive Oxford with Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,Black Books,None,Lunchbox
25020,White,None,Light Brown,None,Red Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,Black Smartphone
25021,White,Short Pixie,Dark Brown,None,Khaki Oxford with Pocket,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
25022,White,Long Messy,Auburn,Beard,Khaki Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,None
25023,White,Long Messy,Light Brown,None,Navy Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Smartphone
25024,White,Straight Sideswept Fringe,Blonde,None,Light Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
25025,White,None,Black,None,Navy Oxford with Tie and Pocket,Khaki Slacks,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,None
