,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
40001,White,Short Afro Fade,Black,None,Light Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Smartphone
40002,White,Long Messy,Dark Brown,None,Blue Longsleeve,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
40003,White,Buzz Cut,Blonde,None,Navy Oxford with Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,Purple Workers Cap,Black Books,Stud Earring,None
40004,White,Short Coil,Blonde,Thin,Gray Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
40005,White,Updo Bun,Dark Brown,None,Light Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
40006,White,Straight Sideswept Fringe,Dark Brown,None,Gray Oxford with Buttons,Gray Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,Lunchbox
40007,White,Short Afro Fade,Dark Brown,Goatee,Olive Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Brown Leather Briefcase
40008,White,Long Messy,Light Grey,None,Brown Cardigan with Beigse Oxford Shirt,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,None
40009,White,Short Messy,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,None
40010,White,None,Blonde,None,Light Gray Longsleeve,Gray Slacks,Black Leather Shoes with Laces,None,Purple Workers Cap,None,None,None
40011,White,Short Messy,Light Brown,Stubble,Red Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
40012,White,Short Afro Fade,Light Brown,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
40013,White,Long Afro,Dark Brown,None,Dark Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,Stud Earring,Lunchbox
40014,White,Low Ponytail,Auburn,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,None
40015,White,Straight Sideswept Fringe,Auburn,None,Khaki Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
40016,White,Short Coil,Auburn,None,Brown Cardigan with Off-White Longsleeve Shirt,Blue Denim,Black Leather Shoes with Laces,None,None,None,None,None
40017,White,Medium Curly Bob,Black,None,Light Gray Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Lunchbox
40018,White,None,Dark Brown,None,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,Black Smartphone
40019,White,Buzz Cut,Dark Brown,None,Olive Oxford with Pocket,Khaki,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Black Smartphone
40020,White,Short Messy,Black,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
40021,White,Low Ponytail,Black,None,Olive Oxford with Buttons,Khaki,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40022,White,Short Messy,Dark Brown,None,Blue Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
40023,White,Short Pixie,Black,None,Olive Oxford with Tie and Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,Lunchbox
40024,White,None,Black,Stubble,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
40025,White,Short Pixie,Black,None,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
40026,White,Medium Curly Bob,Light Brown,None,Navy Oxford with Pocket,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
40027,White,Low Ponytail,Black,Mustache,Navy Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
40028,White,Short Pixie,Light Brown,None,Navy Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
40029,White,Short Updo,Dark Brown,Thin,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
40030,White,Buzz Cut,Light Grey,None,Olive Oxford with Tie,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
40031,White,Short Messy,Dark Brown,Mustache,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40032,White,Buzz Cut,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Black Leather Briefcase
40033,White,Straight Sideswept Fringe,Light Grey,Mustache,Light Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
40034,White,Low Ponytail,Blonde,None,Olive Oxford with Pocket,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,Silver Aviators,None,None
40035,White,Short Pixie,Light Brown,None,Navy Oxford with Tie and Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
40036,White,Short Pixie,Light Brown,None,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40037,White,Short Coil,Blonde,Thin,Olive Oxford with Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Leather Briefcase
40038,White,Short Pixie,Blonde,None,Olive Cardigan with Off-White Longsleeve Shirt,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
40039,White,Short Messy,Blonde,None,Gray Oxford with Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
40040,White,Short Afro Fade,Light Brown,None,Navy Oxford with Buttons,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Smartphone
40041,White,Straight Sideswept Fringe,Black,None,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
40042,White,Long Straight Bangs,Black,None,Navy Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,Black Smartphone
40043,White,Buzz Cut,Blonde,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,Navy Blue Workers Cap,Black Books,None,Black Leather Briefcase
40044,White,Short Messy,Light Brown,Beard,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Redbrown Leather Workboot with Brown Sole,None,None,None,Stud Earring,None
40045,White,None,Dark Brown,Mustache,Light Gray Cardigan with Light Gray Oxford Shirt,Light-Wash Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,Black Books,Stud Earring,Black Smartphone
40046,White,Short Pixie,Light Brown,Stubble,Dark Gray Longsleeve,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40047,White,Low Ponytail,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
40048,White,Short Messy,Light Grey,None,Navy Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
40049,White,Medium Curly Bob,Blonde,None,Khaki Oxford with Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,None
40050,White,Buzz Cut,Black,Beard,Olive Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,Purple Workers Cap,None,Stud Earring,Black Smartphone
40051,White,Buzz Cut,Black,None,Red Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
40052,White,Short Coil,Black,None,Gray Oxford with Buttons,Gray Slacks,Black Leather Shoes with Laces,Ring One Blue,None,None,None,None
40053,White,Short Coil,Blonde,None,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
40054,White,Medium Curly Bob,Black,Thin,Olive Oxford with Tie and Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
40055,White,Buzz Cut,Black,None,Olive Cardigan with Beige Longsleeve Shirt,Gray Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,Black Books,None,None
40056,White,Short Pixie,Black,None,Gray Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
40057,White,Short Messy,Blonde,None,Navy Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,Black Smartphone
40058,White,Short Coil,Light Brown,None,Navy Jumpsuit,None,Brown Leather Shoes with Laces,None,None,None,Stud Earring,None
40059,White,Short Messy,Dark Brown,None,Navy Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,None,None,None
40060,White,Short Pixie,Black,None,Khaki Oxford with Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
40061,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
40062,White,Short Pixie,Black,None,Gray Oxford with Buttons,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,Stud Earring,Light Blue Smartphone
40063,White,Short Coil,Light Brown,None,Gray Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,Brown Leather Briefcase
40064,White,Long Straight Bangs,Light Grey,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,None
40065,White,Short Afro Fade,Light Brown,None,Blue Longsleeve,Blue Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,None
40066,White,None,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
40067,White,Buzz Cut,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,Black Books,None,Lunchbox
40068,White,Low Ponytail,Light Grey,None,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Brown Leather Briefcase
40069,White,Medium Curly Bob,Black,None,Khaki Oxford with Tie and Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
40070,White,Short Coil,Light Brown,Stubble,Olive Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Lunchbox
40071,White,Short Pixie,Light Brown,None,Olive Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
40072,White,Short Afro Fade,Black,None,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Brown Leather Briefcase
40073,White,Short Messy,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,Brown Leather Briefcase
40074,White,Low Ponytail,Dark Brown,Thin,Dark Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
40075,White,Short Pixie,Black,None,Olive Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,Lunchbox
40076,White,Buzz Cut,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Black Smartphone
40077,White,Buzz Cut,Light Brown,None,Khaki Oxford with Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,None,Navy Blue Workers Cap,Black Books,None,None
40078,White,Short Pixie,Black,None,Olve Cardigan with Tan Longsleeve Shirt,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
40079,White,Long Messy,Black,None,Olive Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
40080,White,Short Messy,Black,Beard,Olive Oxford with Tie and Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
40081,White,Short Updo,Black,Mustache,Gray Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
40082,White,Long Afro,Black,None,Olive Oxford with Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,None
40083,White,Short Afro Fade,Black,None,Navy Oxford with Tie,Blue Denim,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,None
40084,White,Short Messy,Black,None,Dark Gray Longsleeve,Khaki Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,None,Stud Earring,Brown Leather Briefcase
40085,White,None,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,Tan Workers Cap,None,None,Brown Leather Briefcase
40086,White,Straight Sideswept Fringe,Light Brown,None,Khaki Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Lunchbox
40087,White,Medium Curly Bob,Blonde,None,Navy Oxford with Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
40088,White,Short Coil,Black,None,Blue Longsleeve,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Lunchbox
40089,White,Short Messy,Dark Brown,None,Khaki Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,Stud Earring,Black Leather Briefcase
40090,White,Short Pixie,Light Grey,Goatee,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
40091,White,Buzz Cut,Blonde,None,Navy Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40092,White,Short Afro Fade,Light Grey,None,Light Gray Cardigan with Tan Oxford Shirt,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
40093,White,Medium Curly Bob,Auburn,None,Olive Oxford with Buttons,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
40094,White,Short Coil,Blonde,Goatee,Olive Oxford with Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
40095,White,Medium Curly Bob,Light Brown,None,Navy Oxford with Tie,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
40096,White,Updo Bun,Auburn,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,None,None,None
40097,White,Buzz Cut,Blonde,None,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,None
40098,White,Updo Bun,Black,None,Light Gray Longsleeve,Blue Denim,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
40099,White,Short Afro Fade,Dark Brown,None,Red Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
40100,White,Buzz Cut,Blonde,None,Gray Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Brown Leather Briefcase
40101,White,Short Afro Fade,Light Brown,None,Olve Cardigan with Tan Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
40102,White,Buzz Cut,Blonde,Mustache,Navy Oxford with Pocket,Khaki Slacks,White Leather Sneaker with Grey Sole,Two Rings,Tan Workers Cap,None,None,Brown Leather Briefcase
40103,White,Updo Bun,Black,None,Navy Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,Silver Aviators,None,Brown Leather Briefcase
40104,White,Short Messy,Black,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
40105,White,Short Afro Fade,Black,None,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
40106,White,Low Ponytail,Black,None,Dark Gray Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
40107,White,Buzz Cut,Light Brown,Stubble,Blue Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,Black Smartphone
40108,White,Short Coil,Light Brown,None,Light Gray Cardigan with Beige Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Lunchbox
40109,White,Short Coil,Light Brown,None,Gray Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,Brown Leather Briefcase
40110,White,Long Messy,Dark Brown,Thin,Dark Gray Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
40111,White,Updo Bun,Light Brown,None,Gray Jumpsuit,None,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
40112,White,Short Coil,Black,None,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
40113,White,Buzz Cut,Light Grey,None,Navy Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
40114,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
40115,White,Short Pixie,Black,None,Gray Oxford with Buttons,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,Stud Earring,Light Blue Smartphone
40116,White,Long Messy,Dark Brown,None,Light Gray Cardigan with Off-White Longsleeve Shirt,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
