,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
65001,White,Short Messy,Light Brown,Stubble,Khaki Oxford with Tie and Pocket,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
65002,White,Straight Sideswept Fringe,Light Grey,None,Light Gray Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
65003,White,Short Afro Fade,Light Brown,Goatee,Light Gray Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
65004,White,Short Messy,Light Grey,Goatee,Red Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
65005,White,Medium Curly Bob,Blonde,Mustache,Light Gray Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
65006,White,Low Ponytail,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,Black Smartphone
65007,White,Straight Sideswept Fringe,Black,None,Olive Oxford with Buttons,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
65008,White,Short Afro Fade,Blonde,Stubble,Dark Gray Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
65009,White,Short Updo,Light Grey,None,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
65010,White,None,Light Grey,Stubble,Light Gray Longsleeve,Blue Denim,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
65011,White,Short Afro Fade,Light Grey,None,Navy Oxford with Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
65012,White,Straight Sideswept Fringe,Light Grey,Thin,Khaki Oxford with Pocket,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,None
65013,White,Long Messy,Light Brown,None,Light Gray Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
