,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
80001,White,Medium Curly Bob,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,None,Black Smartphone
80002,White,Short Afro Fade,Dark Brown,None,Blue Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,Black Smartphone
80003,White,Updo Bun,Light Brown,None,Blue Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
80004,White,None,Auburn,None,Olive Oxford with Tie and Pocket,Gray Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Black Smartphone
80005,White,Short Coil,Light Grey,None,Gray Blazer with Black Shirt and Gray Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
80006,White,Short Coil,Auburn,Stubble,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
80007,White,Short Pixie,Dark Brown,None,Olive Oxford with Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
80008,White,Long Messy,Black,None,Dark Gray Longsleeve,Blue Denim,Brown Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
80009,White,Buzz Cut,Light Brown,None,Navy Oxford with Buttons,Khaki Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,Black Books,None,Black Leather Briefcase
80010,White,None,Auburn,None,Gray Oxford with Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,None
80011,White,Long Messy,Dark Brown,None,Light Gray Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
80012,White,Straight Sideswept Fringe,Light Brown,Goatee,Navy Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
