,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
50001,White,Long Messy,Dark Brown,,Navy Oxford with Tie and Pocket,Gray Slacks,Brown Leather Shoes with Laces,,,,,
50002,White,Short Afro Fade,Blonde,Goatee,Light Gray Cardigan with Light Gray Oxford Shirt,Gray Slacks,White Canvas Sneaker with White Sole,,,,Stud Earring,Black Smartphone
50003,White,Short Messy,Dark Brown,,Navy Oxford with Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,
50004,White,Long Afro,Dark Brown,,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Black Books,,Black Smartphone
50005,White,Short Coil,Dark Brown,,Khaki Oxford with Pocket,Khaki Slacks,Tan Suede Workboot with Tan Sole,,,,Stud Earring,Black Smartphone
50006,White,Updo Bun,Auburn,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,,,,Lunchbox
50007,White,Straight Sideswept Fringe,Blonde,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Leather Shoes with Laces,Two Rings,,Black Books,,Black Leather Briefcase
50008,White,Straight Sideswept Fringe,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
50009,White,Short Coil,Black,,Dark Gray Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,,,,,
50010,White,Short Coil,Light Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,
50011,White,Buzz Cut,Black,,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,,,Rosegold Aviators,,
50012,White,Short Messy,Black,Mustache,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
50013,White,Buzz Cut,Dark Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,,,Brown Leather Briefcase
50014,White,Low Ponytail,Black,Mustache,Dark Gray Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,,,,,
50015,White,Short Messy,Black,,Olive Oxford with Tie and Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Lunchbox
50016,White,Short Messy,Auburn,,Dark Gray Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Lunchbox
50017,White,Short Afro Fade,Blonde,Mustache,Gray Blazer with Black Shirt and No Tie,Blue Denim,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
50018,White,Low Ponytail,Black,,Khaki Oxford with Buttons,Khaki Slacks,Brown Leather Shoes with Laces,,,,,
50019,White,,Blonde,,Blue Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,,Tan Workers Cap,,,
50020,White,Short Messy,Light Grey,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
50021,White,Low Ponytail,Light Grey,,Navy Oxford with Buttons,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,Blue Lunchbox
50022,White,Buzz Cut,Dark Brown,Stubble,Blue Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,,,Silver Aviators,,Black Smartphone
50023,White,Short Messy,Dark Brown,,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
50024,White,Short Coil,Dark Brown,,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,,Silver Aviators,,Black Smartphone
50025,White,Straight Sideswept Fringe,Blonde,Stubble,Navy Oxford with Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
50026,White,Short Afro Fade,Dark Brown,,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
50027,White,Long Straight Bangs,Blonde,,Navy Blazer with Striped Shirt and Navy Tie,Khaki,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,
50028,White,Buzz Cut,Dark Brown,,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,,,,Black Smartphone
50029,White,Short Coil,Black,,Blue Longsleeve,Khaki,White Canvas Sneaker with White Sole,,,,,
50030,White,Buzz Cut,Dark Brown,,Khaki Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,,,
50031,White,Short Pixie,Light Grey,Stubble,Dark Gray Cardigan with Off-White Oxford Shirt,Navy Slacks,White Canvas Sneaker with White Sole,,,,,
50032,White,Short Pixie,Light Brown,,Gray Blazer with Black Shirt and Gray Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
50033,White,Short Afro Fade,Black,,Navy Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,Stud Earring,Brown Leather Briefcase
50034,White,Low Ponytail,Light Grey,,Light Gray Cardigan with Beige Longsleeve Shirt,Gray Slacks,Black Leather Shoes with Laces,,,,,
50035,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,
50036,White,Short Messy,Dark Brown,,Olive Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
50037,White,Medium Curly Bob,Black,,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
50038,White,Low Ponytail,Auburn,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
