,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
55001,White,Short Updo,Dark Brown,,Brown Cardigan with Tan Longsleeve Shirt,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,
55002,White,Straight Sideswept Fringe,Dark Brown,,Denim Jumpsuit,,Black Leather Shoes with Laces,,,,,
55003,White,Straight Sideswept Fringe,Black,,Tan Blazer with Off-White Shirt and No Tie,Blue Denim,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
55004,White,Short Messy,Dark Brown,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
55005,White,Short Afro Fade,Black,,Olive Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
55006,White,,Light Brown,Thin,Gray Oxford with Pocket,Blue Denim,Black Leather Shoes with Laces,,,Silver Aviators,,Black Smartphone
55007,White,Medium Curly Bob,Black,,Navy Oxford with Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
55008,White,Short Coil,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,
55009,White,Buzz Cut,Dark Brown,,Blue Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,,Navy Blue Workers Cap,,,Lunchbox
55010,White,Short Messy,Auburn,,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,Stud Earring,
55011,White,Medium Curly Bob,Blonde,,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,
55012,White,Straight Sideswept Fringe,Light Brown,,Navy Oxford with Buttons,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Leather Briefcase
55013,White,Long Straight Bangs,Black,,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,Black Leather Shoes with Laces,Two Rings,,Silver Aviators,,Black Leather Briefcase
55014,White,Short Afro Fade,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Black Smartphone
55015,White,Short Afro Fade,Light Brown,,Olive Cardigan with Beige Oxford Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
55016,White,Medium Curly Bob,Light Brown,Stubble,Dark Gray Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,
55017,White,Low Ponytail,Black,,Navy Oxford with Pocket,Blue Denim,Brown Leather Shoes with Laces,,,,,
55018,White,Long Afro,Black,Goatee,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Brown Leather Shoes with Laces,,,,,
55019,White,Short Messy,Black,,Khaki Oxford with Pocket,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
55020,White,Short Coil,Black,,Olive Oxford with Tie,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
55021,White,Short Afro Fade,Black,,Navy Oxford with Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,
55022,White,,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,Tan Workers Cap,Black Books,,Black Smartphone
55023,White,,Black,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Leather Shoes with Laces,,Purple Workers Cap,,,Black Smartphone
55024,White,Straight Sideswept Fringe,Light Brown,Mustache,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,Black Leather Shoes with Laces,,,,Stud Earring,
55025,White,Straight Sideswept Fringe,Blonde,,Navy Oxford with Tie and Pocket,Gray Slacks,Black Leather Shoes with Laces,Two Rings,,,,Black Smartphone
55026,White,Buzz Cut,Black,Stubble,Light Gray Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,,Brown Leather Briefcase
55027,White,,Black,,Olive Oxford with Buttons,Light-Wash Denim,Black Leather Shoes with Laces,,Tan Workers Cap,Black Books,,Black Smartphone
55028,White,Medium Curly Bob,Light Brown,,Navy Jumpsuit,,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
55029,White,,Dark Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Gray Slacks,Brown Leather Shoes with Laces,,Navy Blue Workers Cap,Black Books,,Blue Lunchbox
55030,White,Low Ponytail,Light Brown,,Gray Oxford with Pocket,Khaki,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
55031,White,Low Ponytail,Black,,Light Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
55032,White,,Black,,Khaki Oxford with Buttons,Navy Slacks,White Canvas Sneaker with White Sole,,Navy Blue Workers Cap,Black Books,,
55033,White,Short Messy,Black,,Brown Cardigan with Beige Longsleeve Shirt,Khaki,Redbrown Leather Workboot with Brown Sole,Ring One Blue,,Silver Aviators,,Blue Lunchbox
55034,White,Updo Bun,Auburn,Goatee,Light Gray Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,,,Black Books,,Black Smartphone
55035,White,Short Coil,Black,,Navy Oxford with Buttons,Navy Slacks,Brown Leather Shoes with Laces,,,Black Books,,
55036,White,Updo Bun,Light Brown,Beard,Red Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Lunchbox
55037,White,Buzz Cut,Blonde,Stubble,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,,Tan Workers Cap,Black Books,,Black Smartphone
55038,White,Buzz Cut,Auburn,,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,White Leather Sneaker with Grey Sole,,Navy Blue Workers Cap,,,
55039,White,Low Ponytail,Black,,Olive Oxford with Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,,,,,Blue Lunchbox
55040,White,Short Afro Fade,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,
55041,White,Short Coil,Black,,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,Lunchbox
55042,White,,Auburn,Stubble,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,,,Brown Leather Briefcase
55043,White,Straight Sideswept Fringe,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
55044,White,Short Coil,Light Brown,Mustache,Khaki Oxford with Pocket,Navy Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
55045,White,Updo Bun,Light Brown,Stubble,Navy Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Brown Leather Briefcase
55046,White,Straight Sideswept Fringe,Black,,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
55047,White,,Dark Brown,Goatee,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,White Canvas Sneaker with White Sole,,Navy Blue Workers Cap,,,
55048,White,Buzz Cut,Black,,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,Black Leather Briefcase
55049,White,Short Afro Fade,Light Brown,,Olive Oxford with Pocket,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,
55050,White,,Dark Brown,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,,,Black Smartphone
55051,White,Short Pixie,Dark Brown,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,
55052,White,Buzz Cut,Black,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,White Leather Sneaker with Grey Sole,,,,,
55053,White,Long Messy,Blonde,,Navy Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Lunchbox
55054,White,Short Coil,Auburn,,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
55055,White,Short Coil,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,Silver Aviators,,
55056,White,Short Messy,Light Grey,,Gray Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
55057,White,Medium Curly Bob,Light Brown,Stubble,Navy Oxford with Pocket,Blue Denim,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
55058,White,Short Pixie,Blonde,,Olive Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,Brown Leather Briefcase
55059,White,Medium Curly Bob,Black,,Olive Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,
55060,White,Updo Bun,Dark Brown,,Light Gray Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
55061,White,Updo Bun,Light Brown,,Red Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,Stud Earring,
55062,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Smartphone
55063,White,Buzz Cut,Black,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,White Leather Sneaker with Grey Sole,,,,,
55064,White,Updo Bun,Blonde,Stubble,Khaki Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
55065,White,,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,Tan Workers Cap,,,Brown Leather Briefcase
55066,White,Short Afro Fade,Light Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Silver Aviators,,
55067,White,Long Messy,Dark Brown,Thin,Dark Gray Longsleeve,Khaki,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,
55068,White,Low Ponytail,Light Grey,Stubble,Light Gray Cardigan with Beige Oxford Shirt,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Brown Leather Briefcase
55069,White,Straight Sideswept Fringe,Black,,Blue Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Lunchbox
55070,White,Medium Curly Bob,Light Brown,,Blue Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,
55071,White,Short Updo,Black,,Gray Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,Lunchbox
55072,White,Short Coil,Blonde,Stubble,Light Gray Longsleeve,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
55073,White,Updo Bun,Light Brown,,Olive Oxford with Tie,Blue Denim,White Leather Sneaker with Grey Sole,,,,,
55074,White,Short Pixie,Auburn,Goatee,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
55075,White,Long Messy,Black,,Olive Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
55076,White,Long Messy,Black,,Dark Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
55077,White,Short Messy,Black,,Olive Oxford with Tie and Pocket,Khaki,Tan Suede Workboot with Tan Sole,,,Silver Aviators,,Brown Leather Briefcase
55078,White,Long Afro,Black,,Light Gray Cardigan with Tan Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
55079,White,,Auburn,,Light Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,,,Black Smartphone
55080,White,Updo Bun,Light Brown,,Red Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,Stud Earring,
55081,White,Updo Bun,Dark Brown,,Light Gray Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
55082,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Smartphone
55083,White,Short Pixie,Blonde,,Olive Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,Brown Leather Briefcase
55084,White,Medium Curly Bob,Black,,Olive Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,
55085,White,Long Straight Bangs,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
55086,White,Short Coil,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Brown Leather Briefcase
55087,White,Short Pixie,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,,Stud Earring,Lunchbox
55088,White,Straight Sideswept Fringe,Dark Brown,,Blue Longsleeve,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
55089,White,Short Messy,Black,,Blue Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Lunchbox
55090,White,Short Updo,Blonde,Goatee,Khaki Oxford with Tie and Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
55091,White,Long Afro,Black,Thin,Navy Jumpsuit,,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
55092,White,Short Afro Fade,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,
