,aRarity,mRarity
1,42.19,12.0
2,88.86,23.31
3,69.9,27.55
4,94.63,58.17
5,100.23,97.31
6,95.79,30.66
7,724.27,81.43
8,83.19,44.09
9,181.11,74.4
10,75.39,65.8
11,96.12,42.67
12,103.35,77.57
13,61.62,36.98
14,79.19,42.93
15,111.34,28.27
16,75.49,21.22
17,88.26,80.26
18,544.04,65.39
19,80.5,56.45
20,68.21,46.9
21,105.46,262.25
22,71.45,50.68
23,409.42,218.13
24,169.52,152.31
25,84.75,91.69
26,52.58,21.02
27,81.99,29.99
28,245.93,120.43
29,62.12,28.68
30,137.43,34.23
31,73.73,24.06
32,278.49,52.3
33,109.31,45.85
34,92.87,57.03
35,42.25,12.05
36,54.88,30.47
37,319.98,39.06
38,83.24,38.64
39,380.78,83.38
40,528.47,90.0
41,114.25,33.11
42,96.06,27.05
43,129.88,20.34
44,86.99,48.42
45,55.59,20.11
46,106.71,25.77
47,70.94,30.32
48,71.17,30.66
49,76.69,40.53
50,81.88,76.74
51,98.13,18.8
52,59.73,23.2
53,84.55,62.21
54,92.68,13.27
55,72.29,43.61
56,117.07,33.28
57,79.78,66.45
58,341.38,105.25
59,48.71,15.3
60,116.51,101.86
61,777.3,111.77
62,62.11,28.45
63,287.35,84.75
64,136.75,116.21
65,68.49,42.13
66,102.35,38.47
67,131.92,101.42
68,80.3,59.03
69,72.19,28.4
70,145.21,148.23
71,77.28,47.67
72,73.57,27.31
73,74.45,31.87
74,84.95,41.38
75,130.13,30.08
76,116.46,58.52
77,99.54,34.87
78,269.8,281.3
79,88.0,74.2
80,72.3,55.42
81,70.42,29.35
82,80.97,68.62
83,79.51,30.03
84,50.65,14.07
85,110.4,110.24
86,88.95,25.06
87,294.69,108.15
88,75.96,36.18
89,63.09,24.63
90,105.53,94.04
91,155.82,67.86
92,92.04,81.93
93,91.88,33.88
94,52.52,15.08
95,87.88,89.9
96,74.02,36.86
97,126.98,30.49
98,567.97,42.67
99,488.91,161.56
100,75.26,33.64
101,86.62,60.19
102,69.88,41.82
103,92.45,24.49
104,102.6,56.27
105,82.7,42.53
106,338.08,120.02
107,57.53,31.32
108,80.71,52.15
109,207.06,155.78
110,77.56,44.37
111,125.06,128.99
112,75.95,42.62
113,72.54,42.47
114,176.67,31.74
115,71.09,30.25
116,105.59,30.04
117,94.35,74.73
118,74.48,45.09
119,90.06,55.52
120,102.71,63.9
121,73.53,36.58
122,86.1,45.19
123,79.28,16.28
124,88.75,56.85
125,203.27,49.54
126,54.19,22.43
127,105.97,210.7
128,78.42,80.02
129,50.16,20.38
130,92.41,40.43
131,79.52,26.51
132,378.39,57.84
133,510.18,47.41
134,314.75,136.08
135,195.73,33.41
136,187.63,153.42
137,102.59,66.34
138,359.08,25.54
139,52.33,21.27
140,95.41,109.0
141,72.52,46.39
142,231.84,64.58
143,63.33,20.53
144,57.79,17.06
145,99.77,35.69
146,96.28,75.31
147,127.14,97.03
148,64.35,28.13
149,74.77,31.23
150,137.09,112.93
151,71.67,44.65
152,60.23,27.71
153,81.8,38.36
154,127.12,117.38
155,153.93,48.44
156,66.82,23.19
157,114.23,52.53
158,77.36,56.95
159,76.83,37.99
160,287.57,61.36
161,93.94,29.8
162,70.55,61.9
163,200.63,68.54
164,68.38,28.69
165,55.65,22.76
166,55.04,21.32
167,66.39,24.08
168,67.52,28.37
169,72.36,35.31
170,86.45,53.15
171,62.68,23.74
172,95.73,41.48
173,245.4,58.0
174,65.82,24.99
175,86.03,90.35
176,96.57,48.53
177,44.21,10.6
178,66.59,27.57
179,77.13,26.54
180,62.35,22.72
181,75.27,47.7
182,466.98,54.96
183,74.24,39.14
184,62.1,18.74
185,80.19,26.09
186,113.99,191.92
187,172.42,70.15
188,101.53,62.34
189,96.45,37.25
190,151.25,34.94
191,106.08,23.38
192,64.0,33.01
193,120.7,65.69
194,40.92,11.25
195,93.64,35.84
196,65.71,20.29
197,87.82,67.61
198,82.53,29.85
199,111.21,140.8
200,49.88,13.94
201,178.93,39.47
202,75.61,25.65
203,120.31,74.13
204,86.74,83.29
205,58.93,30.31
206,68.55,23.62
207,73.86,25.81
208,67.87,29.71
209,103.09,122.14
210,145.72,67.38
211,69.54,39.86
212,79.39,36.39
213,78.2,34.99
214,106.88,57.5
215,136.53,173.0
216,95.96,95.21
217,71.56,53.95
218,101.43,126.74
219,63.09,24.31
220,236.75,92.57
221,82.25,34.21
222,54.04,15.25
223,98.46,67.77
224,584.79,45.19
225,117.85,309.06
226,196.26,232.53
227,85.51,34.22
228,965.81,297.28
229,65.32,25.65
230,65.05,26.44
231,109.67,24.01
232,98.47,79.03
233,69.62,24.02
234,98.85,36.24
235,57.96,16.1
236,138.39,85.02
237,116.71,44.39
238,69.88,44.16
239,94.36,87.05
240,212.9,200.37
241,63.1,18.11
242,416.72,60.01
243,53.74,21.58
244,141.05,58.75
245,170.59,55.31
246,81.49,59.4
247,165.2,40.63
248,74.37,44.35
249,242.36,82.96
250,109.04,105.91
251,59.29,14.05
252,154.69,122.25
253,69.85,44.1
254,57.39,25.12
255,80.14,32.65
256,84.7,37.22
257,63.59,24.72
258,63.94,25.11
259,134.7,21.88
260,244.72,44.38
261,127.5,113.24
262,107.3,38.07
263,102.1,68.86
264,65.23,29.51
265,55.27,22.49
266,80.2,46.78
267,89.28,90.47
268,119.89,107.64
269,82.75,11.8
270,77.71,32.06
271,59.7,10.44
272,75.32,29.51
273,87.8,42.82
274,91.38,72.84
275,75.57,56.41
276,58.37,25.49
277,100.3,31.15
278,94.81,82.02
279,85.0,63.42
280,166.44,49.34
281,64.88,38.65
282,343.11,85.92
283,79.2,52.8
284,42.07,12.23
285,48.97,19.03
286,92.4,50.84
287,114.73,69.04
288,114.08,78.69
289,109.77,144.54
290,109.73,50.76
291,77.87,36.44
292,59.36,15.6
293,79.72,45.79
294,65.02,27.9
295,79.85,54.27
296,66.71,22.14
297,85.63,49.93
298,93.6,29.67
299,116.73,88.6
300,110.3,70.62
301,83.75,18.73
302,72.22,33.23
303,63.99,39.5
304,115.97,217.51
