,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
1,White,None,Light Brown,None,Blue Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
2,White,Long Afro,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
3,White,Long Messy,Black,None,Olive Oxford with Buttons,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,None
4,White,Short Messy,Light Brown,None,Khaki Oxford with Buttons,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Black Leather Briefcase
5,White,Straight Sideswept Fringe,Light Brown,Mustache,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Lunchbox
6,White,Buzz Cut,Black,None,Navy Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,Black Books,Stud Earring,None
7,White,Low Ponytail,Light Brown,None,Brown Cardigan with Tan Oxford Shirt,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Lunchbox
8,White,Long Messy,Blonde,None,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Smartphone
9,White,Short Updo,Light Brown,Stubble,Gray Oxford with Tie and Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
10,White,Medium Curly Bob,Dark Brown,None,Light Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Rosegold Aviators,None,Black Smartphone
11,White,Short Afro Fade,Black,None,Gray Oxford with Buttons,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Brown Leather Briefcase
12,White,Short Updo,Dark Brown,Stubble,Olive Oxford with Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
13,White,Short Afro Fade,Dark Brown,Stubble,Blue Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
14,White,Low Ponytail,Dark Brown,None,Red Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
15,White,Short Afro Fade,Black,None,Gray Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
16,White,Short Pixie,Dark Brown,None,Olive Oxford with Pocket,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
17,White,Short Coil,Light Brown,None,Red Longsleeve,Dark-Wash Denim,Black Leather Shoes with Laces,Two Rings,None,None,Stud Earring,Brown Leather Briefcase
18,White,Short Coil,Auburn,None,Olive Cardigan with Tan Oxford Shirt,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
19,White,Short Messy,Blonde,Goatee,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
20,White,Straight Sideswept Fringe,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,Stud Earring,Brown Leather Briefcase
21,White,Buzz Cut,Black,Thin,Light Gray Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,Black Books,Stud Earring,Lunchbox
22,White,Low Ponytail,Light Brown,Stubble,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
23,White,Long Messy,Light Grey,Mustache,Dark Gray Cardigan with Tan Oxford Shirt,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
24,White,Buzz Cut,Light Grey,None,Blue Longsleeve,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,Purple Workers Cap,None,None,Black Leather Briefcase
25,White,Short Coil,Black,Stubble,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,Lunchbox
26,White,None,Black,Stubble,Blue Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
27,White,Long Messy,Light Brown,Stubble,Khaki Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
28,White,Short Messy,Light Brown,Thin,Dark Gray Cardigan with Beige Longsleeve Shirt,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Brown Leather Briefcase
29,White,Medium Curly Bob,Light Brown,None,Blue Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
30,White,Short Coil,Black,None,Gray Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Brown Leather Briefcase
31,White,Medium Curly Bob,Black,None,Olive Oxford with Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,None
32,White,Straight Sideswept Fringe,Dark Brown,None,Olive Cardigan with Light Gray Longsleeve Shirt,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,None
33,White,Updo Bun,Light Grey,None,Navy Oxford with Tie and Pocket,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
34,White,Updo Bun,Black,Thin,Charcoal Blazer with Light Blue Shirt and Black Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
35,White,Straight Sideswept Fringe,Black,None,Light Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
36,White,Straight Sideswept Fringe,Black,None,Light Gray Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,Black Leather Briefcase
37,White,Updo Bun,Blonde,None,Dark Gray Cardigan with Beige Oxford Shirt,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
38,White,Updo Bun,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
39,White,Low Ponytail,Light Grey,None,Dark Gray Cardigan with Tan Oxford Shirt,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
40,White,Short Updo,Black,None,Light Gray Cardigan with Off-White Longsleeve Shirt,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Smartphone
41,White,Short Afro Fade,Light Grey,None,Olive Oxford with Tie and Pocket,Khaki,Tan Suede Workboot with Tan Sole,None,None,None,None,None
