,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
70001,White,Medium Curly Bob,Black,None,Blue Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
70002,White,Short Pixie,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,Stud Earring,None
70003,White,Long Messy,Light Brown,None,Gray Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
70004,White,Buzz Cut,Light Grey,None,Gray Blazer with Black Shirt and Gray Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,Purple Workers Cap,Black Books,None,Brown Leather Briefcase
70005,White,Straight Sideswept Fringe,Black,Goatee,Gray Jumpsuit,None,Tan Suede Workboot with Tan Sole,None,None,None,None,None
70006,White,Low Ponytail,Light Brown,None,Gray Oxford with Buttons,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
70007,White,Long Messy,Dark Brown,None,Tan Blazer with Off-White Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Leather Briefcase
70008,White,Straight Sideswept Fringe,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
70009,White,Short Afro Fade,Black,Thin,Brown Cardigan with Tan Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Brown Leather Briefcase
70010,White,Medium Curly Bob,Dark Brown,None,Dark Gray Cardigan with Beige Longsleeve Shirt,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Leather Briefcase
70011,White,Straight Sideswept Fringe,Dark Brown,None,Olive Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
