,aRarity,mRarity
50001,88.4,20.16
50002,276.43,169.56
50003,66.22,17.94
50004,178.48,81.43
50005,108.35,61.47
50006,107.56,150.63
50007,80.76,120.76
50008,50.19,19.51
50009,54.06,14.26
50010,53.54,14.65
50011,69.45,27.03
50012,89.92,54.54
50013,108.97,62.9
50014,89.59,39.96
50015,102.62,31.86
50016,78.56,39.31
50017,100.27,75.23
50018,75.01,17.74
50019,53.83,16.92
50020,192.6,26.89
50021,114.63,57.73
50022,76.54,76.97
50023,71.29,25.63
50024,64.5,38.62
50025,84.4,56.77
50026,56.11,22.65
50027,126.6,88.12
50028,68.8,36.66
50029,58.3,16.32
50030,101.37,35.81
50031,861.69,76.76
50032,86.21,34.08
50033,82.8,64.27
50034,200.86,33.85
50035,70.66,30.72
50036,104.32,36.57
50037,131.21,31.02
50038,84.91,60.22
50039,175.32,114.54
50040,62.05,24.41
50041,71.13,23.71
50042,62.01,34.42
50043,79.08,46.67
50044,87.98,79.31
50045,173.47,98.91
50046,491.74,206.14
50047,109.24,65.34
50048,189.21,70.13
50049,57.58,21.94
50050,76.86,37.68
50051,66.68,26.06
50052,72.83,21.79
50053,82.18,83.35
50054,83.73,34.73
50055,79.25,49.61
50056,56.38,15.52
50057,174.23,96.37
50058,82.3,43.76
50059,183.96,46.29
50060,93.5,106.17
50061,374.36,55.4
50062,130.95,179.84
50063,57.21,21.44
50064,66.69,27.23
50065,74.18,44.26
50066,137.82,107.51
50067,75.55,49.28
50068,57.73,12.92
50069,75.59,41.57
50070,65.26,15.04
50071,60.79,26.52
50072,53.83,23.43
50073,217.65,468.89
50074,72.14,35.66
50075,60.29,32.06
50076,96.16,168.74
50077,66.85,17.37
50078,83.34,41.67
50079,75.57,55.76
50080,155.49,12.78
50081,74.6,41.25
50082,99.82,24.48
50083,105.53,53.8
50084,68.26,25.55
50085,104.95,33.67
50086,95.49,61.37
50087,172.42,144.06
50088,91.05,68.2
50089,108.28,130.61
50090,57.66,23.74
50091,123.74,57.42
50092,355.65,48.65
50093,136.96,76.8
50094,76.93,43.6
50095,63.07,19.75
50096,57.15,32.4
50097,93.88,29.95
50098,81.22,30.73
50099,79.05,83.84
50100,46.63,22.75
50101,111.74,71.01
50102,594.35,65.27
50103,72.04,41.03
50104,44.62,11.46
50105,84.87,58.1
50106,162.01,182.94
50107,97.91,50.1
50108,126.37,110.11
50109,71.29,18.95
50110,73.47,36.22
50111,328.34,46.14
50112,78.17,27.1
50113,85.02,58.09
50114,68.51,36.84
50115,79.71,80.41
50116,61.54,15.68
50117,53.62,22.16
50118,85.54,91.18
50119,105.76,31.6
50120,474.59,44.98
50121,102.72,50.57
50122,95.61,96.19
50123,126.89,79.07
50124,58.4,33.32
50125,63.5,23.83
50126,86.03,60.26
50127,87.14,34.71
50128,98.81,41.98
50129,173.67,41.97
50130,54.68,27.75
50131,185.64,77.52
50132,74.99,46.7
50133,104.65,69.73
50134,77.68,30.21
50135,59.49,17.13
50136,91.14,54.22
50137,230.32,49.31
50138,74.12,19.44
50139,75.48,28.73
50140,105.67,33.7
50141,120.0,62.01
